event_id,order_id,event_type,event_timestamp,source_system
E00000036,O103351,order_cancelled,2025-12-20 16:19:12.441053+00:00,backend
E00000037,O101744,order_created,2025-12-12 20:40:17.441053+00:00,web
E00000038,O101744,order_cancelled,2025-12-12 20:50:12.441053+00:00,backend
E00000039,O101084,order_created,2025-12-09 15:40:17.441053+00:00,web
E00000040,O101084,order_cancelled,2025-12-09 15:50:12.441053+00:00,backend
E00000041,O100926,order_created,2025-12-08 21:14:17.441053+00:00,web
E00000042,O100926,order_cancelled,2025-12-08 21:24:12.441053+00:00,backend
E00000043,O103049,order_created,2025-12-19 04:55:17.441053+00:00,mobile
E00000044,O103049,order_cancelled,2025-12-19 05:05:12.441053+00:00,backend
E00000045,O101117,order_created,2025-12-09 19:31:17.441053+00:00,mobile
E00000046,O101117,order_cancelled,2025-12-09 19:41:12.441053+00:00,backend
E00000047,O100642,order_created,2025-12-07 12:06:17.441053+00:00,web
E00000048,O100642,order_cancelled,2025-12-07 12:16:12.441053+00:00,backend
E00000049,O104767,order_created,2025-12-27 13:21:17.441053+00:00,mobile
E00000050,O104767,order_cancelled,2025-12-27 13:31:12.441053+00:00,backend
E00000051,O100501,order_created,2025-12-06 19:39:17.441053+00:00,mobile
E00000052,O100501,order_cancelled,2025-12-06 19:49:12.441053+00:00,backend
E00000053,O104066,order_created,2025-12-24 03:34:17.441053+00:00,web
E00000054,O104066,order_cancelled,2025-12-24 03:44:12.441053+00:00,backend
E00000055,O100333,order_created,2025-12-06 00:03:17.441053+00:00,mobile
E00000056,O100333,order_cancelled,2025-12-06 00:13:12.441053+00:00,backend
E00000057,O104684,order_created,2025-12-27 03:40:17.441053+00:00,web
E00000058,O104684,order_cancelled,2025-12-27 03:50:12.441053+00:00,backend
E00000059,O100486,order_created,2025-12-06 17:54:17.441053+00:00,web
E00000060,O100486,order_cancelled,2025-12-06 18:04:12.441053+00:00,backend
E00000061,O101962,order_created,2025-12-13 22:06:17.441053+00:00,web
E00000062,O101962,order_cancelled,2025-12-13 22:16:12.441053+00:00,backend
E00000063,O100393,order_created,2025-12-06 07:03:17.441053+00:00,mobile
E00000064,O100393,order_cancelled,2025-12-06 07:13:12.441053+00:00,backend
E00000065,O104842,order_created,2025-12-27 22:06:17.441053+00:00,web
E00000066,O104842,order_cancelled,2025-12-27 22:16:12.441053+00:00,backend
E00000067,O104866,order_created,2025-12-28 00:54:17.441053+00:00,web
E00000068,O104866,order_cancelled,2025-12-28 01:04:12.441053+00:00,backend
E00000069,O101755,order_created,2025-12-12 21:57:17.441053+00:00,mobile
E00000070,O101755,order_cancelled,2025-12-12 22:07:12.441053+00:00,backend
E00000071,O102515,order_created,2025-12-16 14:37:17.441053+00:00,mobile
E00000072,O102515,order_cancelled,2025-12-16 14:47:12.441053+00:00,backend
E00000073,O103585,order_created,2025-12-21 19:27:17.441053+00:00,mobile
E00000074,O103585,order_cancelled,2025-12-21 19:37:12.441053+00:00,backend
E00000075,O104315,order_created,2025-12-25 08:37:17.441053+00:00,mobile
E00000076,O104315,order_cancelled,2025-12-25 08:47:12.441053+00:00,backend
E00000077,O104966,order_created,2025-12-28 12:34:17.441053+00:00,web
E00000078,O104966,order_cancelled,2025-12-28 12:44:12.441053+00:00,backend
E00000079,O102099,order_created,2025-12-14 14:05:17.441053+00:00,mobile
E00000080,O102099,order_cancelled,2025-12-14 14:15:12.441053+00:00,backend
E00000081,O103599,order_created,2025-12-21 21:05:17.441053+00:00,mobile
E00000082,O103599,order_cancelled,2025-12-21 21:15:12.441053+00:00,backend
E00000083,O104121,order_created,2025-12-24 09:59:17.441053+00:00,mobile
E00000084,O104121,order_cancelled,2025-12-24 10:09:12.441053+00:00,backend
E00000085,O100029,order_created,2025-12-04 12:35:17.441053+00:00,mobile
E00000086,O100029,order_cancelled,2025-12-04 12:45:12.441053+00:00,backend
E00000087,O100065,order_created,2025-12-04 16:47:17.441053+00:00,mobile
E00000088,O100065,order_cancelled,2025-12-04 16:57:12.441053+00:00,backend
E00000089,O100838,order_created,2025-12-08 10:58:17.441053+00:00,web
E00000090,O100838,order_cancelled,2025-12-08 11:08:12.441053+00:00,backend
E00000091,O103906,order_created,2025-12-23 08:54:17.441053+00:00,web
E00000092,O103906,order_cancelled,2025-12-23 09:04:12.441053+00:00,backend
E00000093,O103773,order_created,2025-12-22 17:23:17.441053+00:00,mobile
E00000094,O103773,order_cancelled,2025-12-22 17:33:12.441053+00:00,backend
E00000095,O104635,order_created,2025-12-26 21:57:17.441053+00:00,mobile
E00000096,O104635,order_cancelled,2025-12-26 22:07:12.441053+00:00,backend
E00000097,O103161,order_created,2025-12-19 17:59:17.441053+00:00,mobile
E00000098,O103161,order_cancelled,2025-12-19 18:09:12.441053+00:00,backend
E00000099,O102659,order_created,2025-12-17 07:25:17.441053+00:00,mobile
E00000100,O102659,order_cancelled,2025-12-17 07:35:12.441053+00:00,backend
E00000101,O104615,order_created,2025-12-26 19:37:17.441053+00:00,mobile
E00000102,O104615,order_cancelled,2025-12-26 19:47:12.441053+00:00,backend
E00000103,O104628,order_created,2025-12-26 21:08:17.441053+00:00,web
E00000104,O104628,order_cancelled,2025-12-26 21:18:12.441053+00:00,backend
E00000105,O102451,order_created,2025-12-16 07:09:17.441053+00:00,mobile
E00000106,O102451,order_cancelled,2025-12-16 07:19:12.441053+00:00,backend
E00000107,O102846,order_created,2025-12-18 05:14:17.441053+00:00,web
E00000108,O102846,order_cancelled,2025-12-18 05:24:12.441053+00:00,backend
E00000109,O101144,order_created,2025-12-09 22:40:17.441053+00:00,web
E00000110,O101144,order_cancelled,2025-12-09 22:50:12.441053+00:00,backend
E00000111,O103078,order_created,2025-12-19 08:18:17.441053+00:00,web
E00000112,O103078,order_cancelled,2025-12-19 08:28:12.441053+00:00,backend
E00000113,O101103,order_created,2025-12-09 17:53:17.441053+00:00,mobile
E00000114,O101103,order_cancelled,2025-12-09 18:03:12.441053+00:00,backend
E00000115,O100168,order_created,2025-12-05 04:48:17.441053+00:00,web
E00000116,O100168,order_cancelled,2025-12-05 04:58:12.441053+00:00,backend
E00000117,O101670,order_created,2025-12-12 12:02:17.441053+00:00,web
E00000118,O101670,order_cancelled,2025-12-12 12:12:12.441053+00:00,backend
E00000119,O102570,order_created,2025-12-16 21:02:17.441053+00:00,web
E00000120,O102570,order_cancelled,2025-12-16 21:12:12.441053+00:00,backend
E00000121,O102377,order_created,2025-12-15 22:31:17.441053+00:00,mobile
E00000122,O102377,order_cancelled,2025-12-15 22:41:12.441053+00:00,backend
E00000123,O104395,order_created,2025-12-25 17:57:17.441053+00:00,mobile
E00000124,O104395,order_cancelled,2025-12-25 18:07:12.441053+00:00,backend
E00000125,O104257,order_created,2025-12-25 01:51:17.441053+00:00,mobile
E00000126,O104257,order_cancelled,2025-12-25 02:01:12.441053+00:00,backend
E00000127,O103862,order_created,2025-12-23 03:46:17.441053+00:00,web
E00000128,O103862,order_cancelled,2025-12-23 03:56:12.441053+00:00,backend
E00000129,O100023,order_created,2025-12-04 11:53:17.441053+00:00,mobile
E00000130,O100023,order_cancelled,2025-12-04 12:03:12.441053+00:00,backend
E00000131,O102633,order_created,2025-12-17 04:23:17.441053+00:00,mobile
E00000132,O102633,order_cancelled,2025-12-17 04:33:12.441053+00:00,backend
E00000133,O103340,order_created,2025-12-20 14:52:17.441053+00:00,web
E00000134,O103340,order_cancelled,2025-12-20 15:02:12.441053+00:00,backend
E00000135,O102215,order_created,2025-12-15 03:37:17.441053+00:00,mobile
E00000136,O102215,order_cancelled,2025-12-15 03:47:12.441053+00:00,backend
E00000137,O103682,order_created,2025-12-22 06:46:17.441053+00:00,web
E00000138,O103682,order_cancelled,2025-12-22 06:56:12.441053+00:00,backend
E00000139,O104724,order_created,2025-12-27 08:20:17.441053+00:00,web
E00000140,O104724,order_cancelled,2025-12-27 08:30:12.441053+00:00,backend
E00000141,O101907,order_created,2025-12-13 15:41:17.441053+00:00,mobile
E00000142,O101907,order_cancelled,2025-12-13 15:51:12.441053+00:00,backend
E00000143,O100084,order_created,2025-12-04 19:00:17.441053+00:00,web
E00000144,O100084,order_cancelled,2025-12-04 19:10:12.441053+00:00,backend
E00000145,O100227,order_created,2025-12-05 11:41:17.441053+00:00,mobile
E00000146,O100227,order_cancelled,2025-12-05 11:51:12.441053+00:00,backend
E00000147,O100296,order_created,2025-12-05 19:44:17.441053+00:00,web
E00000148,O100296,order_cancelled,2025-12-05 19:54:12.441053+00:00,backend
E00000149,O101001,order_created,2025-12-09 05:59:17.441053+00:00,mobile
E00000150,O101001,order_cancelled,2025-12-09 06:09:12.441053+00:00,backend
E00000151,O102138,order_created,2025-12-14 18:38:17.441053+00:00,web
E00000152,O102138,order_cancelled,2025-12-14 18:48:12.441053+00:00,backend
E00000153,O100711,order_created,2025-12-07 20:09:17.441053+00:00,mobile
E00000154,O100711,order_cancelled,2025-12-07 20:19:12.441053+00:00,backend
E00000155,O102801,order_created,2025-12-17 23:59:17.441053+00:00,mobile
E00000156,O102801,order_cancelled,2025-12-18 00:09:12.441053+00:00,backend
E00000157,O102527,order_created,2025-12-16 16:01:17.441053+00:00,mobile
E00000158,O102527,order_cancelled,2025-12-16 16:11:12.441053+00:00,backend
E00000159,O103752,order_created,2025-12-22 14:56:17.441053+00:00,web
E00000160,O103752,order_cancelled,2025-12-22 15:06:12.441053+00:00,backend
E00000161,O103321,order_created,2025-12-20 12:39:17.441053+00:00,mobile
E00000162,O103321,order_cancelled,2025-12-20 12:49:12.441053+00:00,backend
E00000163,O103181,order_created,2025-12-19 20:19:17.441053+00:00,mobile
E00000164,O103181,order_cancelled,2025-12-19 20:29:12.441053+00:00,backend
E00000165,O104183,order_created,2025-12-24 17:13:17.441053+00:00,mobile
E00000166,O104183,order_cancelled,2025-12-24 17:23:12.441053+00:00,backend
E00000167,O101615,order_created,2025-12-12 05:37:17.441053+00:00,mobile
E00000168,O101615,order_cancelled,2025-12-12 05:47:12.441053+00:00,backend
E00000169,O103024,order_created,2025-12-19 02:00:17.441053+00:00,web
E00000170,O103024,order_cancelled,2025-12-19 02:10:12.441053+00:00,backend
E00000171,O101413,order_created,2025-12-11 06:03:17.441053+00:00,mobile
E00000172,O101413,order_cancelled,2025-12-11 06:13:12.441053+00:00,backend
E00000173,O100763,order_created,2025-12-08 02:13:17.441053+00:00,mobile
E00000174,O100763,order_cancelled,2025-12-08 02:23:12.441053+00:00,backend
E00000175,O100655,order_created,2025-12-07 13:37:17.441053+00:00,mobile
E00000176,O100655,order_cancelled,2025-12-07 13:47:12.441053+00:00,backend
E00000177,O104797,order_created,2025-12-27 16:51:17.441053+00:00,mobile
E00000178,O104797,order_cancelled,2025-12-27 17:01:12.441053+00:00,backend
E00000179,O103849,order_created,2025-12-23 02:15:17.441053+00:00,mobile
E00000180,O103849,order_cancelled,2025-12-23 02:25:12.441053+00:00,backend
E00000181,O104153,order_created,2025-12-24 13:43:17.441053+00:00,mobile
E00000182,O104153,order_cancelled,2025-12-24 13:53:12.441053+00:00,backend
E00000183,O100468,order_created,2025-12-06 15:48:17.441053+00:00,web
E00000184,O100468,order_cancelled,2025-12-06 15:58:12.441053+00:00,backend
E00000185,O100157,order_created,2025-12-05 03:31:17.441053+00:00,mobile
E00000186,O100157,order_cancelled,2025-12-05 03:41:12.441053+00:00,backend
E00000187,O101295,order_created,2025-12-10 16:17:17.441053+00:00,mobile
E00000188,O101295,order_cancelled,2025-12-10 16:27:12.441053+00:00,backend
E00000189,O100497,order_created,2025-12-06 19:11:17.441053+00:00,mobile
E00000190,O100497,order_cancelled,2025-12-06 19:21:12.441053+00:00,backend
E00000191,O104740,order_created,2025-12-27 10:12:17.441053+00:00,web
E00000192,O104740,order_cancelled,2025-12-27 10:22:12.441053+00:00,backend
E00000193,O102940,order_created,2025-12-18 16:12:17.441053+00:00,web
E00000194,O102940,order_cancelled,2025-12-18 16:22:12.441053+00:00,backend
E00000195,O103456,order_created,2025-12-21 04:24:17.441053+00:00,web
E00000196,O103456,order_cancelled,2025-12-21 04:34:12.441053+00:00,backend
E00000197,O103456,order_shipped,2025-12-21 10:24:12.441053+00:00,backend
E00000198,O100373,order_created,2025-12-06 04:43:17.441053+00:00,mobile
E00000199,O100373,order_cancelled,2025-12-06 04:53:12.441053+00:00,backend
E00000200,O100079,order_created,2025-12-04 18:25:17.441053+00:00,mobile
E00000201,O100079,order_cancelled,2025-12-04 18:35:12.441053+00:00,backend
E00000202,O101553,order_created,2025-12-11 22:23:17.441053+00:00,mobile
E00000203,O101553,order_cancelled,2025-12-11 22:33:12.441053+00:00,backend
E00000204,O101669,order_created,2025-12-12 11:55:17.441053+00:00,mobile
E00000205,O101669,order_cancelled,2025-12-12 12:05:12.441053+00:00,backend
E00000206,O102131,order_created,2025-12-14 17:49:17.441053+00:00,mobile
E00000207,O102131,order_cancelled,2025-12-14 17:59:12.441053+00:00,backend
E00000208,O102131,order_shipped,2025-12-14 23:49:12.441053+00:00,backend
E00000209,O104439,order_created,2025-12-25 23:05:17.441053+00:00,mobile
E00000210,O104439,order_cancelled,2025-12-25 23:15:12.441053+00:00,backend
E00000211,O100465,order_created,2025-12-06 15:27:17.441053+00:00,mobile
E00000212,O100465,order_cancelled,2025-12-06 15:37:12.441053+00:00,backend
E00000213,O100248,order_created,2025-12-05 14:08:17.441053+00:00,web
E00000214,O100248,order_cancelled,2025-12-05 14:18:12.441053+00:00,backend
E00000215,O100931,order_created,2025-12-08 21:49:17.441053+00:00,mobile
E00000216,O100931,order_cancelled,2025-12-08 21:59:12.441053+00:00,backend
E00000217,O101335,order_created,2025-12-10 20:57:17.441053+00:00,mobile
E00000218,O101335,order_cancelled,2025-12-10 21:07:12.441053+00:00,backend
E00000219,O104524,order_created,2025-12-26 09:00:17.441053+00:00,web
E00000220,O104524,order_cancelled,2025-12-26 09:10:12.441053+00:00,backend
E00000221,O101338,order_created,2025-12-10 21:18:17.441053+00:00,web
E00000222,O101338,order_cancelled,2025-12-10 21:28:12.441053+00:00,backend
E00000223,O101406,order_created,2025-12-11 05:14:17.441053+00:00,web
E00000224,O101406,order_cancelled,2025-12-11 05:24:12.441053+00:00,backend
E00000225,O101090,order_created,2025-12-09 16:22:17.441053+00:00,web
E00000226,O101090,order_cancelled,2025-12-09 16:32:12.441053+00:00,backend
E00000227,O104209,order_created,2025-12-24 20:15:17.441053+00:00,mobile
E00000228,O104209,order_cancelled,2025-12-24 20:25:12.441053+00:00,backend
E00000229,O100742,order_created,2025-12-07 23:46:17.441053+00:00,web
E00000230,O100742,order_cancelled,2025-12-07 23:56:12.441053+00:00,backend
E00000231,O102323,order_created,2025-12-15 16:13:17.441053+00:00,mobile
E00000232,O102323,order_cancelled,2025-12-15 16:23:12.441053+00:00,backend
E00000233,O103601,order_created,2025-12-21 21:19:17.441053+00:00,mobile
E00000234,O103601,order_cancelled,2025-12-21 21:29:12.441053+00:00,backend
E00000235,O102123,order_created,2025-12-14 16:53:17.441053+00:00,mobile
E00000236,O102123,order_cancelled,2025-12-14 17:03:12.441053+00:00,backend
E00000237,O102094,order_created,2025-12-14 13:30:17.441053+00:00,web
E00000238,O102094,order_cancelled,2025-12-14 13:40:12.441053+00:00,backend
E00000239,O100240,order_created,2025-12-05 13:12:17.441053+00:00,web
E00000240,O100240,order_cancelled,2025-12-05 13:22:12.441053+00:00,backend
E00000241,O102351,order_created,2025-12-15 19:29:17.441053+00:00,mobile
E00000242,O102351,order_cancelled,2025-12-15 19:39:12.441053+00:00,backend
E00000243,O101370,order_created,2025-12-11 01:02:17.441053+00:00,web
E00000244,O101370,order_cancelled,2025-12-11 01:12:12.441053+00:00,backend
E00000245,O101057,order_created,2025-12-09 12:31:17.441053+00:00,mobile
E00000246,O101057,order_cancelled,2025-12-09 12:41:12.441053+00:00,backend
E00000247,O104816,order_created,2025-12-27 19:04:17.441053+00:00,web
E00000248,O104816,order_cancelled,2025-12-27 19:14:12.441053+00:00,backend
E00000249,O100199,order_created,2025-12-05 08:25:17.441053+00:00,mobile
E00000250,O100199,order_cancelled,2025-12-05 08:35:12.441053+00:00,backend
E00000251,O102280,order_created,2025-12-15 11:12:17.441053+00:00,web
E00000252,O102280,order_cancelled,2025-12-15 11:22:12.441053+00:00,backend
E00000253,O104749,order_created,2025-12-27 11:15:17.441053+00:00,mobile
E00000254,O104749,order_cancelled,2025-12-27 11:25:12.441053+00:00,backend
E00000255,O102220,order_created,2025-12-15 04:12:17.441053+00:00,web
E00000256,O102220,order_cancelled,2025-12-15 04:22:12.441053+00:00,backend
E00000257,O104771,order_created,2025-12-27 13:49:17.441053+00:00,mobile
E00000258,O104771,order_cancelled,2025-12-27 13:59:12.441053+00:00,backend
E00000259,O102819,order_created,2025-12-18 02:05:17.441053+00:00,mobile
E00000260,O102819,order_cancelled,2025-12-18 02:15:12.441053+00:00,backend
E00000261,O103150,order_created,2025-12-19 16:42:17.441053+00:00,web
E00000262,O103150,order_cancelled,2025-12-19 16:52:12.441053+00:00,backend
E00000263,O104256,order_created,2025-12-25 01:44:17.441053+00:00,web
E00000264,O104256,order_cancelled,2025-12-25 01:54:12.441053+00:00,backend
E00000265,O103107,order_created,2025-12-19 11:41:17.441053+00:00,mobile
E00000266,O103107,order_cancelled,2025-12-19 11:51:12.441053+00:00,backend
E00000267,O101973,order_created,2025-12-13 23:23:17.441053+00:00,mobile
E00000268,O101973,order_cancelled,2025-12-13 23:33:12.441053+00:00,backend
E00000269,O101375,order_created,2025-12-11 01:37:17.441053+00:00,mobile
E00000270,O101375,order_cancelled,2025-12-11 01:47:12.441053+00:00,backend
E00000271,O103968,order_created,2025-12-23 16:08:17.441053+00:00,web
E00000272,O103968,order_cancelled,2025-12-23 16:18:12.441053+00:00,backend
E00000273,O104062,order_created,2025-12-24 03:06:17.441053+00:00,web
E00000274,O104062,order_cancelled,2025-12-24 03:16:12.441053+00:00,backend
E00000275,O104445,order_created,2025-12-25 23:47:17.441053+00:00,mobile
E00000276,O104445,order_cancelled,2025-12-25 23:57:12.441053+00:00,backend
E00000277,O103557,order_created,2025-12-21 16:11:17.441053+00:00,mobile
E00000278,O103557,order_cancelled,2025-12-21 16:21:12.441053+00:00,backend
E00000279,O100964,order_created,2025-12-09 01:40:17.441053+00:00,web
E00000280,O100964,order_cancelled,2025-12-09 01:50:12.441053+00:00,backend
E00000281,O100179,order_created,2025-12-05 06:05:17.441053+00:00,mobile
E00000282,O100179,order_cancelled,2025-12-05 06:15:12.441053+00:00,backend
E00000283,O103698,order_created,2025-12-22 08:38:17.441053+00:00,web
E00000284,O103698,order_cancelled,2025-12-22 08:48:12.441053+00:00,backend
E00000285,O103821,order_created,2025-12-22 22:59:17.441053+00:00,mobile
E00000286,O103821,order_cancelled,2025-12-22 23:09:12.441053+00:00,backend
E00000287,O104878,order_created,2025-12-28 02:18:17.441053+00:00,web
E00000288,O104878,order_cancelled,2025-12-28 02:28:12.441053+00:00,backend
E00000289,O103899,order_created,2025-12-23 08:05:17.441053+00:00,mobile
E00000290,O103899,order_cancelled,2025-12-23 08:15:12.441053+00:00,backend
E00000291,O104487,order_created,2025-12-26 04:41:17.441053+00:00,mobile
E00000292,O104487,order_cancelled,2025-12-26 04:51:12.441053+00:00,backend
E00000293,O103238,order_created,2025-12-20 02:58:17.441053+00:00,web
E00000294,O103238,order_cancelled,2025-12-20 03:08:12.441053+00:00,backend
E00000295,O102974,order_created,2025-12-18 20:10:17.441053+00:00,web
E00000296,O102974,order_cancelled,2025-12-18 20:20:12.441053+00:00,backend
E00000297,O103580,order_created,2025-12-21 18:52:17.441053+00:00,web
E00000298,O103580,order_cancelled,2025-12-21 19:02:12.441053+00:00,backend
E00000299,O102887,order_created,2025-12-18 10:01:17.441053+00:00,mobile
E00000300,O102887,order_cancelled,2025-12-18 10:11:12.441053+00:00,backend
E00000301,O102575,order_created,2025-12-16 21:37:17.441053+00:00,mobile
E00000302,O102575,order_cancelled,2025-12-16 21:47:12.441053+00:00,backend
E00000303,O101419,order_created,2025-12-11 06:45:17.441053+00:00,mobile
E00000304,O101419,order_cancelled,2025-12-11 06:55:12.441053+00:00,backend
E00000305,O103907,order_created,2025-12-23 09:01:17.441053+00:00,mobile
E00000306,O103907,order_cancelled,2025-12-23 09:11:12.441053+00:00,backend
E00000307,O104673,order_created,2025-12-27 02:23:17.441053+00:00,mobile
E00000308,O104673,order_cancelled,2025-12-27 02:33:12.441053+00:00,backend
E00000309,O104902,order_created,2025-12-28 05:06:17.441053+00:00,web
E00000310,O104902,order_cancelled,2025-12-28 05:16:12.441053+00:00,backend
E00000311,O101860,order_created,2025-12-13 10:12:17.441053+00:00,web
E00000312,O101860,order_cancelled,2025-12-13 10:22:12.441053+00:00,backend
E00000313,O100008,order_created,2025-12-04 10:08:17.441053+00:00,web
E00000314,O100008,order_cancelled,2025-12-04 10:18:12.441053+00:00,backend
E00000315,O102894,order_created,2025-12-18 10:50:17.441053+00:00,web
E00000316,O102894,order_cancelled,2025-12-18 11:00:12.441053+00:00,backend
E00000317,O102847,order_created,2025-12-18 05:21:17.441053+00:00,mobile
E00000318,O102847,order_cancelled,2025-12-18 05:31:12.441053+00:00,backend
E00000319,O103664,order_created,2025-12-22 04:40:17.441053+00:00,web
E00000320,O103664,order_cancelled,2025-12-22 04:50:12.441053+00:00,backend
E00000321,O100144,order_created,2025-12-05 02:00:17.441053+00:00,web
E00000322,O100144,order_cancelled,2025-12-05 02:10:12.441053+00:00,backend
E00000323,O102104,order_created,2025-12-14 14:40:17.441053+00:00,web
E00000324,O102104,order_cancelled,2025-12-14 14:50:12.441053+00:00,backend
E00000325,O103143,order_created,2025-12-19 15:53:17.441053+00:00,mobile
E00000326,O103143,order_cancelled,2025-12-19 16:03:12.441053+00:00,backend
E00000327,O100841,order_created,2025-12-08 11:19:17.441053+00:00,mobile
E00000328,O100841,order_cancelled,2025-12-08 11:29:12.441053+00:00,backend
E00000329,O101128,order_created,2025-12-09 20:48:17.441053+00:00,web
E00000330,O101128,order_cancelled,2025-12-09 20:58:12.441053+00:00,backend
E00000331,O100151,order_created,2025-12-05 02:49:17.441053+00:00,mobile
E00000332,O100151,order_cancelled,2025-12-05 02:59:12.441053+00:00,backend
E00000333,O103591,order_created,2025-12-21 20:09:17.441053+00:00,mobile
E00000334,O103591,order_cancelled,2025-12-21 20:19:12.441053+00:00,backend
E00000335,O101052,order_created,2025-12-09 11:56:17.441053+00:00,web
E00000336,O101052,order_cancelled,2025-12-09 12:06:12.441053+00:00,backend
E00000337,O101590,order_created,2025-12-12 02:42:17.441053+00:00,web
E00000338,O101590,order_cancelled,2025-12-12 02:52:12.441053+00:00,backend
E00000339,O103008,order_created,2025-12-19 00:08:17.441053+00:00,web
E00000340,O103008,order_cancelled,2025-12-19 00:18:12.441053+00:00,backend
E00000341,O102029,order_created,2025-12-14 05:55:17.441053+00:00,mobile
E00000342,O102029,order_cancelled,2025-12-14 06:05:12.441053+00:00,backend
E00000343,O103418,order_created,2025-12-20 23:58:17.441053+00:00,web
E00000344,O103418,order_cancelled,2025-12-21 00:08:12.441053+00:00,backend
E00000345,O101807,order_created,2025-12-13 04:01:17.441053+00:00,mobile
E00000346,O101807,order_cancelled,2025-12-13 04:11:12.441053+00:00,backend
E00000347,O102696,order_created,2025-12-17 11:44:17.441053+00:00,web
E00000348,O102696,order_cancelled,2025-12-17 11:54:12.441053+00:00,backend
E00000349,O103039,order_created,2025-12-19 03:45:17.441053+00:00,mobile
E00000350,O103039,order_cancelled,2025-12-19 03:55:12.441053+00:00,backend
E00000351,O100472,order_created,2025-12-06 16:16:17.441053+00:00,web
E00000352,O100472,order_cancelled,2025-12-06 16:26:12.441053+00:00,backend
E00000353,O103289,order_created,2025-12-20 08:55:17.441053+00:00,mobile
E00000354,O103289,order_cancelled,2025-12-20 09:05:12.441053+00:00,backend
E00000355,O104074,order_created,2025-12-24 04:30:17.441053+00:00,web
E00000356,O104074,order_cancelled,2025-12-24 04:40:12.441053+00:00,backend
E00000357,O103496,order_created,2025-12-21 09:04:17.441053+00:00,web
E00000358,O103496,order_cancelled,2025-12-21 09:14:12.441053+00:00,backend
E00000359,O100279,order_created,2025-12-05 17:45:17.441053+00:00,mobile
E00000360,O100279,order_cancelled,2025-12-05 17:55:12.441053+00:00,backend
E00000361,O101741,order_created,2025-12-12 20:19:17.441053+00:00,mobile
E00000362,O101741,order_cancelled,2025-12-12 20:29:12.441053+00:00,backend
E00000363,O104624,order_created,2025-12-26 20:40:17.441053+00:00,web
E00000364,O104624,order_cancelled,2025-12-26 20:50:12.441053+00:00,backend
E00000365,O102886,order_created,2025-12-18 09:54:17.441053+00:00,web
E00000366,O102886,order_cancelled,2025-12-18 10:04:12.441053+00:00,backend
E00000367,O101941,order_created,2025-12-13 19:39:17.441053+00:00,mobile
E00000368,O101941,order_cancelled,2025-12-13 19:49:12.441053+00:00,backend
E00000369,O100100,order_created,2025-12-04 20:52:17.441053+00:00,web
E00000370,O100100,order_cancelled,2025-12-04 21:02:12.441053+00:00,backend
E00000371,O102804,order_created,2025-12-18 00:20:17.441053+00:00,web
